% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_quality_train_named
% Instances: 981
% Target attribute: website_score (numeric, 0-100)
%
% Attribute 1 is the university name, present only so Weka can label its
% predictions. It must NOT reach the model: wrap the scheme in
%   weka.classifiers.meta.FilteredClassifier
%     -F "weka.filters.unsupervised.attribute.Remove -R 1"
% and set 'Output predictions' to also output attribute 1.

@relation website_quality_train_named

@attribute university string
@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute website_score numeric

@data
'Houari Boumediene University of Science and Technology',1,1,7,1,0,0,0,0,0,0,0,1,3,1,1,1,0,1,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,75,1,0,1,0,1,0,37.1,0,1,0,0,0,-0.426743,0,0,70
'Banaras Hindu University',1,1,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,1,1,2,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,12.63,0,1,1,0,0,0,0,75,1,4,0,0,1,0,21.4,0,0,0,0,1.60944,-0.0118489,14,0,69.96
'NOVA University Lisbon',1,1,8,1,1,0,0,0,0,0,1,1,10,0,1,1,0,1,1,8,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,10.37,0,1,1,0,0,1,0,90,1,0,1,0,1,0,44.7,0,1,0,0,0,-0.483386,0,0,69.96
'Washington State University',0,1,7,1,0,0,0,0,1,1,0,1,4,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,15.13,0,1,0,0,0,0,0,90,1,0,1,1,1,1,60,0,1,0,0,0,0.169215,3650,1,69.9
'Universite Paris Cite',1,1,5,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,10.05,0,1,1,0,0,0,0,75,1,1,1,0,1,0,55.6,0,1,1,0,0.693147,-0.219832,0,0,69.9
'Queen\'s University Belfast',1,1,11,1,0,0,1,1,1,1,1,1,3,0,0,1,0,0,1,2,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,7.68,0,1,0,0,0,0,0,90,1,0,1,1,1,1,100,0,1,1,0,0,-0.111196,3650,1,69.88
'University of Warsaw',1,1,6,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,11.24,0,1,1,0,0,0,0,75,1,1,1,0,1,0,27.3,0,1,1,0,0.693147,0.196436,3650,1,69.83
'Sciences Po',1,1,5,0,1,0,0,1,0,0,0,1,10,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,21,0,1,1,1,0,1,0,90,1,0,1,1,1,0,47.5,0,1,1,0,0,0.0849799,3650,1,69.81
'University of Mauritius',1,1,8,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,15.43,0,1,1,0,0,0,0,75,1,44,0,0,1,1,82.4,0,1,0,0,3.80666,0.354287,3650,1,69.81
'Kasetsart University',1,1,1,1,1,0,0,1,0,0,1,1,2,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,15.92,0,1,1,0,0,1,0,100,1,0,0,1,1,1,100,0,1,0,0,0,-1.54924,6,0,69.79
'Autonomous University of Madrid',1,1,9,1,1,1,0,1,0,0,1,1,3,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,15.43,0,1,1,0,0,0,0,100,1,0,0,1,1,0,96,0,1,1,0,0,0.508312,85,0,69.75
'Carol Davila University of Medicine and Pharmacy',1,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,14.59,0,1,1,0,0,0,0,75,1,0,1,0,1,1,13.3,0,1,0,0,0,-1.45466,7,0,69.73
'Ton Duc Thang University',1,1,6,0,1,0,0,1,1,1,0,1,3,0,1,1,0,1,1,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,0,1,1,1,13.6,0,1,0,0,0,0.00149696,4,0,69.68
'Guru Gobind Singh Indraprastha University',1,1,8,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,15.43,0,1,0,0,0,0,0,75,1,0,1,0,1,1,61.5,0,1,0,0,0,-0.594696,3650,1,69.66
'Abo Akademi University',1,1,2,1,1,0,0,0,0,0,0,1,10,0,1,1,1,0,1,4,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,16.31,0,1,1,0,0,1,0,90,1,0,1,1,1,1,28.2,0,1,1,0,0,0.373545,0,0,69.65
'Far Western University',1,1,8,0,0,0,0,0,1,1,1,1,4,1,1,1,0,1,0,7,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3.54,0,1,1,0,0,0,0,75,1,0,1,0,1,0,8.3,0,0,0,0,0,0.209916,1,0,69.65
'National Chengchi University',1,1,4,1,1,0,0,0,0,0,0,1,10,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,18.58,0,1,0,0,0,0,1,50,1,0,1,1,1,1,90.2,0,1,0,0,0,0.364701,0,0,69.62
'University of Modena and Reggio Emilia',1,1,8,1,1,0,0,0,1,1,1,1,3,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1.3,0,1,1,0,0,0,0,75,1,0,1,0,1,0,87.9,0,1,1,0,0,-1.07221,0,0,69.59
'University of Alabama',1,1,7,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,21,0,1,1,0,0,0,1,90,1,0,1,1,1,1,38.9,0,1,1,0,0,1.12362,3650,1,69.52
'University of Georgia',1,1,5,1,0,0,0,1,0,0,0,1,3,1,1,1,1,0,1,7,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,15.43,0,1,0,0,0,1,0,75,1,0,0,1,1,1,22.2,0,1,1,0,0,0.0503033,1,0,69.49
'University of Evora',1,1,8,1,0,0,0,0,1,1,1,1,10,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,15.13,0,1,1,0,0,0,1,75,1,0,1,1,1,0,100,0,1,1,0,0,0.13338,3650,1,69.48
'University of National and World Economy',1,1,20,1,1,0,0,0,1,1,1,1,7,0,1,1,0,1,1,15,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,12.63,0,1,1,0,0,0,0,100,1,4,1,1,1,1,67.6,0,1,1,0,1.60944,-0.0172737,34,0,69.4
'Kookmin University',1,1,7,1,0,0,0,0,0,0,1,1,5,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,7.46,0,1,1,0,0,0,1,75,1,0,0,1,1,1,67.2,0,1,0,0,0,1.22275,3650,1,69.4
'Claude Bernard University Lyon 1',1,1,4,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,14.79,0,0,1,0,0,0,0,75,1,0,1,0,1,0,52.6,0,1,1,1,0,-0.702876,3650,1,69.2
'Kharkiv Polytechnic Institute',1,1,3,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,6,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,13.99,0,1,1,0,0,0,0,90,1,0,1,0,1,1,32,0,1,0,0,0,-1.1349,4,0,69.2
'University of Agder',0,1,1,1,1,1,0,0,0,0,0,1,2,0,1,1,0,0,0,16,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,12.63,0,1,0,0,0,0,0,75,1,0,1,1,1,0,87.5,0,1,1,0,0,-0.483178,0,0,69.19
'University of Leeds',0,1,4,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,15.43,0,1,0,0,0,0,1,75,1,0,1,1,1,1,91.7,0,1,1,0,0,-1.27249,3650,1,69.17
'Oles Honchar Dnipro National University',1,1,6,1,1,0,0,1,0,0,1,1,4,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,10.52,0,1,1,0,0,0,0,20,1,0,1,0,0,1,70.2,0,0,0,0,0,-0.0844497,583,0,69.15
'University of Piraeus',1,1,4,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,16.67,0,1,1,0,0,0,0,90,1,1,1,0,1,0,89.3,0,1,1,0,0.693147,1.32392,308,0,69.14
'Chungbuk National University',1,1,5,1,0,0,0,0,0,0,0,1,7,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,9.74,0,1,1,1,0,0,0,75,1,1,0,0,0,1,100,0,1,0,0,0.693147,1.99611,3650,1,69.11
'Fordham University',1,1,1,1,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,12.63,0,1,1,0,0,1,0,90,1,0,1,1,1,1,72.2,0,1,1,0,0,0.698518,3650,1,69.04
'Pontifical Catholic University of Peru',0,1,7,1,1,0,1,1,1,1,0,1,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,12.63,0,0,0,0,0,0,0,75,1,0,1,0,1,1,0,0,1,0,0,0,-0.973141,3650,1,69.03
'Toulouse III - Paul Sabatier University',1,1,7,1,1,0,0,1,1,0,0,1,10,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,75,1,0,1,1,1,0,72.7,0,1,1,0,0,-0.568535,3650,1,69.02
'Kenyon College',0,1,2,1,0,0,0,1,0,0,1,1,4,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,21,0,1,0,0,0,0,1,100,1,0,1,1,1,1,0,0,1,1,0,0,-0.108177,3650,1,68.84
'University of California, Santa Barbara',0,1,5,1,0,0,0,1,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,9.24,0,1,0,0,0,0,1,75,1,0,1,1,1,1,50,0,1,1,0,0,-1.15311,3650,1,68.81
'University of Amsterdam',0,1,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1.16,0,1,0,0,1,0,0,100,1,0,0,1,1,0,0,0,1,0,0,0,-0.672322,0,0,68.8
'University of Pittsburgh',1,1,6,1,0,0,0,1,0,0,1,1,3,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,0,1,0,100,0,1,1,0,0,-1.33624,3650,1,68.79
'Santa Clara University',0,1,7,1,0,0,0,1,1,1,0,1,4,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,15.43,0,1,0,1,0,0,0,75,1,0,1,1,1,1,80,0,1,1,0,0,-0.653224,3650,1,68.76
'University of Carthage',1,1,11,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,13.58,0,1,0,0,0,0,0,90,1,0,1,0,1,1,31.4,0,1,0,0,0,-0.0810364,60,0,68.73
'Catholic University of Portugal',1,1,3,1,1,0,0,1,0,0,1,1,5,0,1,0,1,1,0,11,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,13.4,0,1,1,0,0,0,0,100,1,0,0,1,1,0,89.1,0,1,0,0,0,2.62552,0,0,68.7
'Rotterdam University of Applied Sciences',0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,11.9,0,1,0,0,0,0,0,75,1,0,1,1,1,0,0,0,1,0,0,0,0.689027,41,0,68.65
'University of Illinois Chicago',0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,19.77,0,1,0,0,0,0,0,75,1,0,1,1,1,0,0,0,1,0,0,0,-0.36506,3650,1,68.5
'University of Mississippi',1,1,6,1,0,0,0,0,0,0,0,1,2,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,15.91,0,1,1,0,0,0,1,75,1,0,1,1,1,1,87.1,0,1,1,0,0,0.147463,578,0,68.39
'Mid Sweden University',1,1,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,13.2,0,1,1,0,0,1,0,90,1,0,1,1,1,1,29.4,0,1,0,0,0,0.0767352,32,0,68.34
'AGH University of Krakow',1,1,1,1,0,0,0,1,0,0,0,1,7,0,1,1,0,1,1,20,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,16.1,0,1,0,0,0,0,0,100,1,0,1,1,1,0,100,0,1,1,0,0,-1.3178,0,0,68.28
'Oberlin College',1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,19.38,0,1,1,1,0,0,0,75,1,0,1,0,1,1,7.6,0,1,1,0,0,0.609645,3650,1,68.23
'Linkoping University',1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,16.88,0,0,1,0,0,0,1,100,1,0,1,1,1,1,76.9,0,1,1,0,0,-0.909964,19,0,68.15
'Norwegian University of Science and Technology',1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,14.61,0,1,1,0,0,0,0,100,1,0,1,1,1,0,78.6,0,1,1,0,0,1.40995,3650,1,68.15
'Oregon State University',1,1,5,0,0,0,0,1,0,0,1,1,4,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,9.74,0,1,1,0,0,0,0,75,1,0,1,1,1,1,71.4,0,1,1,0,0,-0.516703,3650,1,68.07
'Molde University College',1,1,1,1,1,1,0,0,0,0,1,1,8,1,1,1,0,1,0,20,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,19.09,0,0,0,0,0,0,0,75,1,0,1,0,1,0,66.7,0,1,1,0,0,0.170822,0,0,67.89
'Royal Holloway, University of London',1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1.44,0,1,1,0,0,1,0,75,1,0,1,1,1,1,0,0,1,1,0,0,-0.320951,3650,1,67.89
'University of Maribor',1,1,4,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,1,15,0,1,1,0,0,-0.201426,13,0,67.87
'Karolinska Institute',1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,9,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,100,1,0,0,1,1,0,95.7,0,1,1,0,0,0.191919,0,0,67.87
'Satbayev University',1,1,7,1,1,0,0,0,1,1,1,1,4,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,19.77,0,1,0,0,0,0,0,75,1,0,1,1,1,0,98.1,0,1,0,0,0,1.60324,3650,1,67.86
'University of New Hampshire',1,1,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,16.54,0,1,1,0,0,0,0,100,1,0,1,1,1,0,44.1,0,1,1,0,0,-0.287166,185,0,67.75
'University of Goettingen',1,1,7,1,1,1,0,1,0,0,1,1,6,1,1,1,1,0,1,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,5.03,0,1,1,0,0,0,1,75,1,0,1,1,1,0,87,0,1,1,0,0,-0.854918,0,0,67.69
'University of West Bohemia',1,1,4,1,1,0,0,0,0,0,1,1,6,1,0,1,0,1,0,20,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,6.82,0,1,1,0,0,0,0,100,1,0,1,1,1,1,95.8,0,1,0,0,0,-0.59033,3650,1,67.66
'University of Minnesota Twin Cities',0,1,4,1,0,0,0,1,0,0,0,1,3,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,12.63,0,1,0,0,0,0,0,100,1,0,1,1,1,1,90,0,1,1,0,0,0.0152927,375,0,67.65
'Maria Curie-Sklodowska University',1,1,9,1,1,0,0,0,1,0,0,1,8,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,18.26,0,1,0,0,0,0,0,75,1,0,1,0,0,0,88.2,0,1,1,0,0,-0.0552506,3650,1,67.63
'North-West University',1,1,6,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,6,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,0,1,0,64,0,1,0,0,0,-1.34451,3650,1,67.59
'University of Cologne',1,1,4,1,1,0,0,1,1,1,0,1,4,0,1,1,1,1,1,4,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,21,0,1,1,0,0,0,0,100,1,0,1,1,1,1,28.6,0,1,1,0,0,0.44799,4,0,67.37
'University of Pisa',1,1,5,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,15.43,0,1,0,0,0,1,0,90,1,1,1,0,1,0,40,0,1,0,0,0.693147,0.284033,3650,1,67.29
'University of Ioannina',1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,12.08,0,1,1,0,0,0,0,90,1,0,1,0,1,1,93.1,0,1,0,0,0,-0.582806,48,0,67.22
'Tokyo University of Science',1,1,8,1,1,0,0,0,0,0,1,1,2,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,15.43,0,1,0,0,0,0,1,75,1,0,1,1,0,0,44.6,0,1,0,0,0,-0.158433,3650,1,67.09
'University of Campinas',1,1,2,1,0,0,0,0,0,0,1,1,10,0,1,1,1,1,1,20,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,5.55,0,1,1,0,0,0,0,90,1,2,1,0,1,1,81.6,0,1,1,0,1.09861,-0.891378,1,0,66.93
'University of Debrecen',1,1,3,1,1,0,0,1,0,0,0,1,10,1,0,1,1,1,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,14.78,0,1,1,0,0,1,0,75,1,0,1,0,1,0,77.8,0,1,0,0,0,-0.114007,3650,1,66.84
'Wroclaw University of Science and Technology',1,1,8,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,15.43,0,1,0,0,0,0,0,90,1,0,1,1,1,0,87.1,0,1,1,0,0,0.0346758,6,0,66.83
'University of Benin',1,1,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,12,1,0,1,1,87.4,0,1,0,0,2.56495,-0.6193,3650,1,66.71
'University of Uyo',1,1,20,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,12.63,0,1,1,0,0,0,0,75,1,0,1,0,1,1,59.5,0,1,0,0,0,-0.060841,3650,1,66.61
'Riphah International University',0,1,5,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,12.63,0,1,0,0,0,1,0,75,1,0,1,1,1,1,83.3,0,1,0,0,0,-0.944208,3650,1,66.59
'Panteion University',1,1,5,1,1,0,0,0,0,0,0,1,10,1,0,1,1,1,1,8,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,21,0,1,1,0,0,0,0,90,1,0,1,0,1,0,71.9,0,1,0,0,0,2.6214,3650,1,66.58
'Inland Norway University of Applied Sciences',1,1,1,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,20,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,15.13,0,0,1,0,0,0,0,75,1,0,1,1,1,0,89.5,0,1,1,0,0,0.567538,0,0,66.48
'King Mongkut\'s Institute of Technology Ladkrabang',1,1,3,0,1,0,0,0,0,0,1,1,10,0,1,1,0,1,1,15,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,1,80.2,0,1,0,0,0,-0.394014,0,0,66.47
'Umea University',1,1,0,1,1,0,0,0,0,0,1,1,3,0,0,1,0,1,0,3,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,21,0,1,1,0,0,0,0,100,1,0,1,1,0,1,44.4,0,1,1,0,0,0.131053,3650,1,66.46
