weka_instance,uni_id,name,url,country,region,website_score,grade
295,4182,Chiang Mai University,https://www.cmu.ac.th,Thailand,Asia (East & Southeast),78.22,A
296,1109,Illinois Institute of Technology,https://www.iit.edu,United States,North America,78.19,A
297,6307,Federal University of Grande Dourados,https://www.ufgd.edu.br,Brazil,Latin America & Africa,78.18,A
298,6119,Ain Shams University,https://www.asu.edu.eg,Egypt & North Africa,Latin America & Africa,78.13,A
299,1013,"University of California, Los Angeles",https://www.ucla.edu,United States,North America,78.11,A
300,2198,University of Limerick,https://www.ul.ie,Belgium/Ireland/Iceland,Western & Northern Europe,78.1,A
301,2311,Munster Technological University,https://www.mtu.ie,Belgium/Ireland/Iceland,Western & Northern Europe,78.01,A
302,5064,Sri Venkateswara University,https://www.svuniversity.edu.in,India,South & Central Asia + Oceania,77.95,A
303,3206,University of Latvia,https://www.lu.lv,Baltics,Eastern & Southern Europe,77.92,A
304,1011,Johns Hopkins University,https://www.jhu.edu,United States,North America,77.89,A
305,5121,RMIT University,https://www.rmit.edu.au,Australia,South & Central Asia + Oceania,77.88,A
306,5072,Aga Khan University,https://www.aku.edu,Pakistan,South & Central Asia + Oceania,77.87,A
307,3077,Jagiellonian University,https://www.uj.edu.pl,Poland,Eastern & Southern Europe,77.82,A
308,1084,University of Oregon,https://www.uoregon.edu,United States,North America,77.8,A
309,4136,National Yunlin University of Science and Technology,https://www.yuntech.edu.tw,Taiwan,Asia (East & Southeast),77.79,A
310,5081,University of Sindh,https://www.usindh.edu.pk,Pakistan,South & Central Asia + Oceania,77.79,A
311,2076,Paris-Saclay University,https://www.universite-paris-saclay.fr,France,Western & Northern Europe,77.78,A
312,4164,Universiti Tunku Abdul Rahman,https://www.utar.edu.my,Malaysia,Asia (East & Southeast),77.77,A
313,6150,Cheikh Anta Diop University,https://www.ucad.sn,Sub-Saharan Africa,Latin America & Africa,77.72,A
314,1112,Drexel University,https://drexel.edu,United States,North America,77.68,A
315,5001,Indian Institute of Technology Bombay,https://www.iitb.ac.in,India,South & Central Asia + Oceania,77.63,A
316,3110,University of Algarve,https://www.ualg.pt,Portugal,Eastern & Southern Europe,77.63,A
317,3057,Rovira i Virgili University,https://www.urv.cat,Spain,Eastern & Southern Europe,77.63,A
318,4180,Chulalongkorn University,https://www.chula.ac.th,Thailand,Asia (East & Southeast),77.58,A
319,1056,University of Iowa,https://uiowa.edu,United States,North America,77.5,A
320,1007,University of Chicago,https://www.uchicago.edu,United States,North America,77.49,A
321,1180,Dalhousie University,https://www.dal.ca,Canada,North America,77.48,A
322,1113,Temple University,https://www.temple.edu,United States,North America,77.47,A
323,1075,Clemson University,https://www.clemson.edu,United States,North America,77.47,A
324,2062,Ulm University,https://www.uni-ulm.de,Germany,Western & Northern Europe,77.47,A
325,5118,University of Adelaide,https://www.adelaide.edu.au,Australia,South & Central Asia + Oceania,77.41,A
326,1127,University at Buffalo,https://www.buffalo.edu,United States,North America,77.36,A
327,3010,Polytechnic University of Turin,https://www.polito.it,Italy,Eastern & Southern Europe,77.31,A
328,3075,University of Almeria,https://www.ual.es,Spain,Eastern & Southern Europe,77.27,A
329,5151,Victoria University of Wellington,https://www.wgtn.ac.nz,New Zealand,South & Central Asia + Oceania,77.25,A
330,3205,Vytautas Magnus University,https://www.vdu.lt,Baltics,Eastern & Southern Europe,77.21,A
331,1156,Pomona College,https://www.pomona.edu,United States,North America,77.2,A
332,1103,Bowling Green State University,https://www.bgsu.edu,United States,North America,77.11,A
333,4060,Nagoya University,https://www.nagoya-u.ac.jp,Japan,Asia (East & Southeast),77.09,A
334,2122,Lund University,https://www.lunduniversity.lu.se,Sweden,Western & Northern Europe,77.05,A
335,1191,Universidad de las Americas Puebla,https://www.udlap.mx,United States,North America,77.03,A
336,3122,University of Thessaly,https://www.uth.gr,Greece,Eastern & Southern Europe,77.01,A
337,5099,Khulna University,https://www.ku.ac.bd,Bangladesh,South & Central Asia + Oceania,76.98,A
338,2092,Nantes University,https://www.univ-nantes.fr,France,Western & Northern Europe,76.97,A
339,5168,Kathmandu University,https://www.ku.edu.np,Nepal,South & Central Asia + Oceania,76.94,A
340,2005,University of Edinburgh,https://www.ed.ac.uk,United Kingdom,Western & Northern Europe,76.89,A
341,4142,Hong Kong Polytechnic University,https://www.polyu.edu.hk,Hong Kong,Asia (East & Southeast),76.88,A
342,2157,Copenhagen Business School,https://www.cbs.dk,Denmark,Western & Northern Europe,76.86,A
343,1119,Clark University,https://www.clarku.edu,United States,North America,76.85,A
344,5104,Daffodil International University,https://www.daffodilvarsity.edu.bd,Bangladesh,South & Central Asia + Oceania,76.84,A
345,1111,University of St. Thomas,https://www.stthomas.edu,United States,North America,76.83,A
346,3090,University of Gdansk,https://www.ug.edu.pl,Poland,Eastern & Southern Europe,76.82,A
347,1197,Gonzaga University,https://www.gonzaga.edu,United States,North America,76.79,A
348,3022,Ca' Foscari University of Venice,https://www.unive.it,Italy,Eastern & Southern Europe,76.72,A
349,6349,University of Education Winneba,https://www.uew.edu.gh,Sub-Saharan Africa,Latin America & Africa,76.72,A
350,1101,Miami University,https://www.miamioh.edu,United States,North America,76.71,A
351,5323,University of Barisal,https://www.bu.ac.bd,Bangladesh,South & Central Asia + Oceania,76.64,A
352,2028,University of Sussex,https://www.sussex.ac.uk,United Kingdom,Western & Northern Europe,76.62,A
353,6147,University of Ghana,https://www.ug.edu.gh,Sub-Saharan Africa,Latin America & Africa,76.59,A
354,2097,Clermont Auvergne University,https://www.uca.fr,France,Western & Northern Europe,76.58,A
355,2156,Roskilde University,https://ruc.dk,Denmark,Western & Northern Europe,76.57,A
356,1043,Wake Forest University,https://www.wfu.edu,United States,North America,76.56,A
357,6122,Assiut University,https://www.aun.edu.eg,Egypt & North Africa,Latin America & Africa,76.55,A
358,4203,Far Eastern University,https://www.feu.edu.ph,Philippines,Asia (East & Southeast),76.52,A
359,3074,University of La Laguna,https://www.ull.es,Spain,Eastern & Southern Europe,76.49,A
360,6107,University of the Witwatersrand,https://www.wits.ac.za,South Africa,Latin America & Africa,76.49,A
361,5174,Al-Farabi Kazakh National University,https://www.kaznu.kz,Central Asia,South & Central Asia + Oceania,76.45,A
362,5417,Central University of Tamil Nadu,https://www.cutn.ac.in,India,South & Central Asia + Oceania,76.45,A
363,6344,Nnamdi Azikiwe University,https://www.unizik.edu.ng,Sub-Saharan Africa,Latin America & Africa,76.44,A
364,2012,University of Southampton,https://www.southampton.ac.uk,United Kingdom,Western & Northern Europe,76.4,A
365,2181,University of Basel,https://www.unibas.ch,Switzerland/Austria,Western & Northern Europe,76.4,A
366,2021,University of York,https://www.york.ac.uk,United Kingdom,Western & Northern Europe,76.39,A
367,1196,University of Denver,https://www.du.edu,United States,North America,76.36,A
368,1138,Swarthmore College,https://www.swarthmore.edu,United States,North America,76.33,A
369,1151,Macalester College,https://www.macalester.edu,United States,North America,76.3,A
370,3194,Slovak University of Technology in Bratislava,https://www.stuba.sk,Bulgaria & Slovakia,Eastern & Southern Europe,76.29,A
371,2308,University of Namur,https://www.unamur.be,Belgium/Ireland/Iceland,Western & Northern Europe,76.28,A
372,1046,Ohio State University,https://www.osu.edu,United States,North America,76.27,A
373,4124,National Taiwan University,https://www.ntu.edu.tw,Taiwan,Asia (East & Southeast),76.27,A
374,2007,King's College London,https://www.kcl.ac.uk,United Kingdom,Western & Northern Europe,76.19,A
375,6149,University of Cape Coast,https://www.ucc.edu.gh,Sub-Saharan Africa,Latin America & Africa,76.18,A
376,1042,Tufts University,https://www.tufts.edu,United States,North America,76.17,A
377,6108,Stellenbosch University,https://www.sun.ac.za,South Africa,Latin America & Africa,76.16,A
378,5130,James Cook University,https://www.jcu.edu.au,Australia,South & Central Asia + Oceania,76.15,A
379,2006,University of Manchester,https://www.manchester.ac.uk,United Kingdom,Western & Northern Europe,76.13,A
380,4131,National Chung Hsing University,https://www.nchu.edu.tw,Taiwan,Asia (East & Southeast),76.12,A
381,5423,University of Burdwan,https://www.buruniv.ac.in,India,South & Central Asia + Oceania,76.11,A
382,1132,Union College,https://www.union.edu,United States,North America,76.11,A
383,3054,University of Zaragoza,https://www.unizar.es,Spain,Eastern & Southern Europe,76.1,A
384,2303,University of Fribourg,https://www.unifr.ch,Switzerland/Austria,Western & Northern Europe,76.1,A
385,1165,San Diego State University,https://www.sdsu.edu,United States,North America,76.07,A
386,6530,National University of Science and Technology Zimbabwe,https://www.nust.ac.zw,Sub-Saharan Africa,Latin America & Africa,76.0,A
387,2179,University of Geneva,https://www.unige.ch,Switzerland/Austria,Western & Northern Europe,76.0,A
388,2304,Johannes Kepler University Linz,https://www.jku.at,Switzerland/Austria,Western & Northern Europe,75.99,A
389,2200,Reykjavik University,https://en.ru.is,Belgium/Ireland/Iceland,Western & Northern Europe,75.98,A
390,1037,University of Notre Dame,https://www.nd.edu,United States,North America,75.98,A
391,3188,University of Nova Gorica,https://www.ung.si,Balkans,Eastern & Southern Europe,75.97,A
392,2063,Kiel University,https://www.uni-kiel.de,Germany,Western & Northern Europe,75.88,A
393,2166,University of Helsinki,https://www.helsinki.fi,Finland,Western & Northern Europe,75.84,A
394,4104,Gwangju Institute of Science and Technology,https://www.gist.ac.kr,South Korea,Asia (East & Southeast),75.83,A
395,3036,Marche Polytechnic University,https://www.univpm.it,Italy,Eastern & Southern Europe,75.82,A
396,5004,Indian Institute of Technology Kanpur,https://www.iitk.ac.in,India,South & Central Asia + Oceania,75.78,A
397,2125,Stockholm University,https://www.su.se,Sweden,Western & Northern Europe,75.73,A
398,2052,University of Bonn,https://www.uni-bonn.de,Germany,Western & Northern Europe,75.72,A
399,2182,University of Vienna,https://www.univie.ac.at,Switzerland/Austria,Western & Northern Europe,75.71,A
400,4161,UCSI University,https://www.ucsiuniversity.edu.my,Malaysia,Asia (East & Southeast),75.68,A
401,2195,University College Cork,https://www.ucc.ie,Belgium/Ireland/Iceland,Western & Northern Europe,75.64,A
402,1114,Villanova University,https://www1.villanova.edu,United States,North America,75.63,A
403,5313,MNIT Jaipur,https://www.mnit.ac.in,India,South & Central Asia + Oceania,75.62,A
404,3052,Charles III University of Madrid,https://www.uc3m.es,Spain,Eastern & Southern Europe,75.59,A
405,4088,Nagoya Institute of Technology,https://www.nitech.ac.jp,Japan,Asia (East & Southeast),75.54,A
406,1012,"University of California, Berkeley",https://www.berkeley.edu,United States,North America,75.51,A
407,2043,Heidelberg University,https://www.uni-heidelberg.de,Germany,Western & Northern Europe,75.49,A
408,2011,University of Glasgow,https://www.gla.ac.uk,United Kingdom,Western & Northern Europe,75.48,A
409,5330,Royal University of Bhutan,https://www.rub.edu.bt,Central Asia,South & Central Asia + Oceania,75.47,A
410,1031,University of North Carolina at Chapel Hill,https://www.unc.edu,United States,North America,75.46,A
411,5068,Lahore University of Management Sciences,https://www.lums.edu.pk,Pakistan,South & Central Asia + Oceania,75.46,A
412,5307,IIIT Bangalore,https://www.iiitb.ac.in,India,South & Central Asia + Oceania,75.44,A
413,4084,Ehime University,https://www.ehime-u.ac.jp,Japan,Asia (East & Southeast),75.43,A
414,1033,Boston University,https://www.bu.edu,United States,North America,75.39,A
415,6063,Austral University,https://www.austral.edu.ar,Argentina,Latin America & Africa,75.32,A
416,2174,LUT University,https://www.lut.fi,Finland,Western & Northern Europe,75.3,A
417,3142,University of South Bohemia,https://www.jcu.cz,Czechia,Eastern & Southern Europe,75.28,A
418,5135,Central Queensland University,https://www.cqu.edu.au,Australia,South & Central Asia + Oceania,75.22,A
419,5050,Pondicherry University,https://www.pondiuni.edu.in,India,South & Central Asia + Oceania,75.13,A
420,3128,Agricultural University of Athens,https://www.aua.gr,Greece,Eastern & Southern Europe,75.13,A
421,5007,Indian Institute of Technology Guwahati,https://www.iitg.ac.in,India,South & Central Asia + Oceania,75.13,A
422,3203,Kaunas University of Technology,https://www.ktu.edu,Baltics,Eastern & Southern Europe,75.1,A
423,1128,Rochester Institute of Technology,https://www.rit.edu,United States,North America,75.09,A
424,4141,City University of Hong Kong,https://www.cityu.edu.hk,Hong Kong,Asia (East & Southeast),75.08,A
425,2089,University of Lorraine,https://www.univ-lorraine.fr,France,Western & Northern Europe,75.06,A
426,1066,George Washington University,https://www.gwu.edu,United States,North America,74.99,B
427,1172,McMaster University,https://www.mcmaster.ca,Canada,North America,74.98,B
428,3157,V. N. Karazin Kharkiv National University,https://www.karazin.ua,Ukraine,Eastern & Southern Europe,74.98,B
429,1073,Auburn University,https://www.auburn.edu,United States,North America,74.93,B
430,2113,Tilburg University,https://www.tilburguniversity.edu,Netherlands,Western & Northern Europe,74.92,B
431,1065,Syracuse University,https://www.syracuse.edu,United States,North America,74.91,B
432,5416,Central University of Karnataka,https://www.cuk.ac.in,India,South & Central Asia + Oceania,74.91,B
433,1069,Florida State University,https://www.fsu.edu,United States,North America,74.89,B
434,6340,University of Zambia,https://www.unza.zm,Sub-Saharan Africa,Latin America & Africa,74.86,B
435,1176,University of Montreal,https://www.umontreal.ca,Canada,North America,74.83,B
436,3196,Pavol Jozef Safarik University,https://www.upjs.sk,Bulgaria & Slovakia,Eastern & Southern Europe,74.81,B
437,5117,University of Western Australia,https://www.uwa.edu.au,Australia,South & Central Asia + Oceania,74.77,B
438,1044,"University of California, Santa Cruz",https://www.ucsc.edu,United States,North America,74.73,B
439,1092,Texas Christian University,https://www.tcu.edu,United States,North America,74.73,B
440,1136,Amherst College,https://www.amherst.edu,United States,North America,74.7,B
441,2130,Swedish University of Agricultural Sciences,https://www.slu.se,Sweden,Western & Northern Europe,74.67,B
442,1078,University of Kansas,https://ku.edu,United States,North America,74.67,B
443,1130,Colgate University,https://www.colgate.edu,United States,North America,74.67,B
444,5163,University of Jaffna,https://www.jfn.ac.lk,Sri Lanka,South & Central Asia + Oceania,74.66,B
445,1040,University of Virginia,https://www.virginia.edu,United States,North America,74.62,B
446,2131,Orebro University,https://www.oru.se,Sweden,Western & Northern Europe,74.59,B
447,2158,IT University of Copenhagen,https://en.itu.dk,Denmark,Western & Northern Europe,74.56,B
448,1188,Carleton University,https://carleton.ca,Canada,North America,74.56,B
449,1088,"University of Nevada, Reno",https://www.unr.edu,United States,North America,74.52,B
450,3120,University of Crete,https://www.uoc.gr,Greece,Eastern & Southern Europe,74.52,B
451,1125,Binghamton University,https://www.binghamton.edu,United States,North America,74.5,B
452,6325,Cape Peninsula University of Technology,https://www.cput.ac.za,South Africa,Latin America & Africa,74.48,B
453,1118,Brandeis University,https://www.brandeis.edu,United States,North America,74.47,B
454,5413,Central University of Rajasthan,https://www.curaj.ac.in,India,South & Central Asia + Oceania,74.41,B
455,2108,Eindhoven University of Technology,https://www.tue.nl,Netherlands,Western & Northern Europe,74.34,B
456,5426,Tribhuvan Institute of Engineering,https://www.ioe.edu.np,Nepal,South & Central Asia + Oceania,74.32,B
457,1107,Loyola University Chicago,https://www.luc.edu,United States,North America,74.3,B
458,4148,Singapore Management University,https://www.smu.edu.sg,Singapore,Asia (East & Southeast),74.27,B
459,5080,International Islamic University Islamabad,https://www.iiu.edu.pk,Pakistan,South & Central Asia + Oceania,74.26,B
460,5008,Indian Institute of Science,https://www.iisc.ac.in,India,South & Central Asia + Oceania,74.26,B
461,4095,Kwansei Gakuin University,https://www.kwansei.ac.jp,Japan,Asia (East & Southeast),74.26,B
462,4103,Kyung Hee University,https://www.khu.ac.kr,South Korea,Asia (East & Southeast),74.24,B
463,6132,University of Ibadan,https://www.ui.edu.ng,Sub-Saharan Africa,Latin America & Africa,74.23,B
464,4176,University of North Sumatra,https://www.usu.ac.id,Indonesia,Asia (East & Southeast),74.23,B
465,4173,Brawijaya University,https://www.ub.ac.id,Indonesia,Asia (East & Southeast),74.22,B
466,3308,Public University of Navarre,https://www.unavarra.es,Spain,Eastern & Southern Europe,74.19,B
467,4091,Doshisha University,https://www.doshisha.ac.jp,Japan,Asia (East & Southeast),74.18,B
468,3126,University of Macedonia,https://www.uom.gr,Greece,Eastern & Southern Europe,74.17,B
469,6030,Mackenzie Presbyterian University,https://www.mackenzie.br,Brazil,Latin America & Africa,74.16,B
470,5324,Bangladesh University of Textiles,https://www.butex.edu.bd,Bangladesh,South & Central Asia + Oceania,74.15,B
471,5405,Indian Institute of Technology Palakkad,https://www.iitpkd.ac.in,India,South & Central Asia + Oceania,74.15,B
472,2045,Free University of Berlin,https://www.fu-berlin.de,Germany,Western & Northern Europe,74.13,B
473,5178,National University of Uzbekistan,https://www.nuu.uz,Central Asia,South & Central Asia + Oceania,74.1,B
474,2104,Leiden University,https://www.universiteitleiden.nl,Netherlands,Western & Northern Europe,74.09,B
475,2188,UCLouvain,https://uclouvain.be,Belgium/Ireland/Iceland,Western & Northern Europe,74.05,B
476,1034,Boston College,https://www.bc.edu,United States,North America,74.04,B
477,3021,Bocconi University,https://www.unibocconi.it,Italy,Eastern & Southern Europe,74.03,B
478,5079,Pakistan Institute of Engineering and Applied Sciences,https://www.pieas.edu.pk,Pakistan,South & Central Asia + Oceania,74.03,B
479,3185,University of Primorska,https://www.upr.si,Balkans,Eastern & Southern Europe,74.02,B
480,1129,Clarkson University,https://www.clarkson.edu,United States,North America,74.0,B
481,5040,Panjab University,https://www.puchd.ac.in,India,South & Central Asia + Oceania,73.91,B
482,1126,Stony Brook University,https://www.stonybrook.edu,United States,North America,73.86,B
483,4196,De La Salle University,https://www.dlsu.edu.ph,Philippines,Asia (East & Southeast),73.85,B
484,3156,Igor Sikorsky Kyiv Polytechnic Institute,https://www.kpi.ua,Ukraine,Eastern & Southern Europe,73.84,B
485,2033,University of Strathclyde,https://www.strath.ac.uk,United Kingdom,Western & Northern Europe,73.76,B
486,3083,Gdansk University of Technology,https://www.pg.edu.pl,Poland,Eastern & Southern Europe,73.71,B
487,1135,Williams College,https://www.williams.edu,United States,North America,73.54,B
488,1079,University of Nebraska-Lincoln,https://www.unl.edu,United States,North America,73.52,B
489,3316,Sts. Cyril and Methodius University Skopje,https://www.ukim.edu.mk,Balkans,Eastern & Southern Europe,73.49,B
490,6135,Obafemi Awolowo University,https://www.oauife.edu.ng,Sub-Saharan Africa,Latin America & Africa,73.48,B
491,1131,Hamilton College,https://www.hamilton.edu,United States,North America,73.48,B
492,1029,University of Texas at Austin,https://www.utexas.edu,United States,North America,73.48,B
493,5077,Bahauddin Zakariya University,https://www.bzu.edu.pk,Pakistan,South & Central Asia + Oceania,73.44,B
494,2069,Bielefeld University,https://www.uni-bielefeld.de,Germany,Western & Northern Europe,73.4,B
495,4072,Kanazawa University,https://www.kanazawa-u.ac.jp,Japan,Asia (East & Southeast),73.28,B
496,4189,Suranaree University of Technology,https://www.sut.ac.th,Thailand,Asia (East & Southeast),73.24,B
497,6124,Helwan University,https://www.helwan.edu.eg,Egypt & North Africa,Latin America & Africa,73.23,B
498,1159,Scripps College,https://www.scrippscollege.edu,United States,North America,73.22,B
499,2009,University of Bristol,https://www.bristol.ac.uk,United Kingdom,Western & Northern Europe,73.22,B
500,5300,Indian Institute of Technology Patna,https://www.iitp.ac.in,India,South & Central Asia + Oceania,73.18,B
501,5034,NIT Tiruchirappalli,https://www.nitt.edu,India,South & Central Asia + Oceania,73.17,B
502,5091,University of Dhaka,https://www.du.ac.bd,Bangladesh,South & Central Asia + Oceania,73.17,B
503,3038,Sant'Anna School of Advanced Studies,https://www.santannapisa.it,Italy,Eastern & Southern Europe,73.13,B
504,5012,Indian Institute of Technology ISM Dhanbad,https://www.iitism.ac.in,India,South & Central Asia + Oceania,73.11,B
505,5113,Australian National University,https://www.anu.edu.au,Australia,South & Central Asia + Oceania,73.08,B
506,5401,Indian Institute of Technology Bhilai,https://www.iitbhilai.ac.in,India,South & Central Asia + Oceania,73.07,B
507,4068,Hiroshima University,https://www.hiroshima-u.ac.jp,Japan,Asia (East & Southeast),73.04,B
508,1170,McGill University,https://www.mcgill.ca,Canada,North America,73.01,B
509,3315,University of Banja Luka,https://www.unibl.org,Balkans,Eastern & Southern Europe,72.99,B
510,6138,University of Ilorin,https://www.unilorin.edu.ng,Sub-Saharan Africa,Latin America & Africa,72.96,B
511,1070,North Carolina State University,https://www.ncsu.edu,United States,North America,72.96,B
512,1074,University of South Carolina,https://www.sc.edu,United States,North America,72.92,B
513,5305,Netaji Subhas University of Technology,https://www.nsut.ac.in,India,South & Central Asia + Oceania,72.88,B
514,4114,Ajou University,https://www.ajou.ac.kr,South Korea,Asia (East & Southeast),72.86,B
515,5326,Rajarata University of Sri Lanka,https://www.rjt.ac.lk,Sri Lanka,South & Central Asia + Oceania,72.86,B
516,1145,Wesleyan University,https://www.wesleyan.edu,United States,North America,72.85,B
517,3087,Poznan University of Technology,https://www.put.poznan.pl,Poland,Eastern & Southern Europe,72.83,B
518,5140,University of Southern Queensland,https://www.usq.edu.au,Australia,South & Central Asia + Oceania,72.76,B
519,1134,Vassar College,https://www.vassar.edu,United States,North America,72.75,B
520,2071,Leibniz University Hannover,https://www.uni-hannover.de,Germany,Western & Northern Europe,72.75,B
521,1014,Duke University,https://www.duke.edu,United States,North America,72.73,B
522,1090,Baylor University,https://www.baylor.edu,United States,North America,72.73,B
523,4312,Universiti Malaysia Sabah,https://www.ums.edu.my,Malaysia,Asia (East & Southeast),72.71,B
524,6336,University of Rwanda,https://www.ur.ac.rw,Sub-Saharan Africa,Latin America & Africa,72.7,B
525,4156,Universiti Utara Malaysia,https://www.uum.edu.my,Malaysia,Asia (East & Southeast),72.69,B
526,5096,University of Chittagong,https://www.cu.ac.bd,Bangladesh,South & Central Asia + Oceania,72.64,B
527,2144,BI Norwegian Business School,https://www.bi.edu,Norway,Western & Northern Europe,72.6,B
528,3088,Warsaw University of Life Sciences,https://www.sggw.edu.pl,Poland,Eastern & Southern Europe,72.59,B
529,1001,Harvard University,https://www.harvard.edu,United States,North America,72.56,B
530,3043,Autonomous University of Barcelona,https://www.uab.cat,Spain,Eastern & Southern Europe,72.56,B
531,5069,University of the Punjab,https://www.pu.edu.pk,Pakistan,South & Central Asia + Oceania,72.55,B
532,5171,Mid-Western University,https://www.mwu.edu.np,Nepal,South & Central Asia + Oceania,72.53,B
533,2096,University of Tours,https://www.univ-tours.fr,France,Western & Northern Europe,72.5,B
534,1005,Princeton University,https://www.princeton.edu,United States,North America,72.48,B
535,4201,Polytechnic University of the Philippines,https://www.pup.edu.ph,Philippines,Asia (East & Southeast),72.47,B
536,5409,NIT Raipur,https://www.nitrr.ac.in,India,South & Central Asia + Oceania,72.44,B
537,4071,Okayama University,https://www.okayama-u.ac.jp,Japan,Asia (East & Southeast),72.43,B
538,3081,University of Wroclaw,https://www.uwr.edu.pl,Poland,Eastern & Southern Europe,72.42,B
539,1177,University of Ottawa,https://www.uottawa.ca,Canada,North America,72.37,B
540,1195,Baylor College of Medicine,https://www.bcm.edu,United States,North America,72.36,B
541,1080,University of Oklahoma,https://www.ou.edu,United States,North America,72.35,B
542,5066,Quaid-i-Azam University,https://www.qau.edu.pk,Pakistan,South & Central Asia + Oceania,72.34,B
543,6528,Bahir Dar University,https://www.bdu.edu.et,Sub-Saharan Africa,Latin America & Africa,72.32,B
544,1060,"University of California, Riverside",https://www.ucr.edu,United States,North America,72.29,B
545,5327,Sabaragamuwa University of Sri Lanka,https://www.sab.ac.lk,Sri Lanka,South & Central Asia + Oceania,72.28,B
546,2123,Uppsala University,https://www.uu.se,Sweden,Western & Northern Europe,72.2,B
547,2183,TU Wien,https://www.tuwien.at,Switzerland/Austria,Western & Northern Europe,72.16,B
548,3053,University of Santiago de Compostela,https://www.usc.gal,Spain,Eastern & Southern Europe,72.08,B
549,5157,University of Colombo,https://www.cmb.ac.lk,Sri Lanka,South & Central Asia + Oceania,72.01,B
550,3114,University of Madeira,https://www.uma.pt,Portugal,Eastern & Southern Europe,71.92,B
551,3151,Transilvania University of Brasov,https://www.unitbv.ro,Romania,Eastern & Southern Europe,71.78,B
552,5332,Tajik National University,https://www.tnu.tj,Central Asia,South & Central Asia + Oceania,71.78,B
553,2023,University of Exeter,https://www.exeter.ac.uk,United Kingdom,Western & Northern Europe,71.74,B
554,5045,IIIT Hyderabad,https://www.iiit.ac.in,India,South & Central Asia + Oceania,71.71,B
555,5131,Flinders University,https://www.flinders.edu.au,Australia,South & Central Asia + Oceania,71.68,B
556,3166,Odesa I. I. Mechnikov National University,https://www.onu.edu.ua,Ukraine,Eastern & Southern Europe,71.67,B
557,5028,Vellore Institute of Technology,https://www.vit.ac.in,India,South & Central Asia + Oceania,71.67,B
558,5303,Indian Institute of Technology Mandi,https://www.iitmandi.ac.in,India,South & Central Asia + Oceania,71.63,B
559,4085,Tokushima University,https://www.tokushima-u.ac.jp,Japan,Asia (East & Southeast),71.63,B
560,2127,University of Gothenburg,https://www.gu.se,Sweden,Western & Northern Europe,71.62,B
561,1076,University of Kentucky,https://www.uky.edu,United States,North America,71.59,B
562,4064,Keio University,https://www.keio.ac.jp,Japan,Asia (East & Southeast),71.54,B
563,2053,University of Hamburg,https://www.uni-hamburg.de,Germany,Western & Northern Europe,71.45,B
564,4308,University of Yangon,https://www.uy.edu.mm,Other SE/E Asia,Asia (East & Southeast),71.44,B
565,1091,Southern Methodist University,https://www.smu.edu,United States,North America,71.4,B
566,1064,University of Delaware,https://www.udel.edu,United States,North America,71.39,B
567,3309,University of Opole,https://www.uni.opole.pl,Poland,Eastern & Southern Europe,71.38,B
568,2120,Hanze University of Applied Sciences,https://www.hanze.nl,Netherlands,Western & Northern Europe,71.36,B
569,4067,Kobe University,https://www.kobe-u.ac.jp,Japan,Asia (East & Southeast),71.35,B
570,2133,Lulea University of Technology,https://www.ltu.se,Sweden,Western & Northern Europe,71.34,B
571,2003,Imperial College London,https://www.imperial.ac.uk,United Kingdom,Western & Northern Europe,71.31,B
572,2307,Hasselt University,https://www.uhasselt.be,Belgium/Ireland/Iceland,Western & Northern Europe,71.3,B
573,5322,Comilla University,https://www.cou.ac.bd,Bangladesh,South & Central Asia + Oceania,71.28,B
574,1178,Simon Fraser University,https://www.sfu.ca,Canada,North America,71.25,B
575,6145,Jomo Kenyatta University of Agriculture and Technology,https://www.jkuat.ac.ke,Sub-Saharan Africa,Latin America & Africa,71.2,B
576,5110,Jagannath University,https://www.jnu.ac.bd,Bangladesh,South & Central Asia + Oceania,71.17,B
577,2024,University of Bath,https://www.bath.ac.uk,United Kingdom,Western & Northern Europe,71.16,B
578,6531,Copperbelt University,https://www.cbu.ac.zm,Sub-Saharan Africa,Latin America & Africa,71.14,B
579,2187,Ghent University,https://www.ugent.be,Belgium/Ireland/Iceland,Western & Northern Europe,71.13,B
580,4200,Silliman University,https://su.edu.ph,Philippines,Asia (East & Southeast),71.12,B
581,4102,Hanyang University,https://www.hanyang.ac.kr,South Korea,Asia (East & Southeast),71.0,B
582,1032,University of Florida,https://www.ufl.edu,United States,North America,71.0,B
583,4139,Chinese University of Hong Kong,https://www.cuhk.edu.hk,Hong Kong,Asia (East & Southeast),70.97,B
584,2010,University of Warwick,https://warwick.ac.uk,United Kingdom,Western & Northern Europe,70.96,B
585,2172,University of Eastern Finland,https://www.uef.fi,Finland,Western & Northern Europe,70.95,B
586,1169,University of British Columbia,https://www.ubc.ca,Canada,North America,70.94,B
587,1106,DePaul University,https://www.depaul.edu,United States,North America,70.88,B
588,5095,Jahangirnagar University,https://www.juniv.edu,Bangladesh,South & Central Asia + Oceania,70.84,B
589,3137,Czech University of Life Sciences Prague,https://www.czu.cz,Czechia,Eastern & Southern Europe,70.79,B
590,3034,University of Messina,https://www.unime.it,Italy,Eastern & Southern Europe,70.77,B
591,6155,University of Zimbabwe,https://www.uz.ac.zw,Sub-Saharan Africa,Latin America & Africa,70.73,B
592,3140,Mendel University in Brno,https://www.mendelu.cz,Czechia,Eastern & Southern Europe,70.7,B
593,3152,Bucharest University of Economic Studies,https://www.ase.ro,Romania,Eastern & Southern Europe,70.69,B
