uni_id,name,url,country,region,rank,a01_logo,a02_primary_nav,a03_nav_item_count,a04_search_bar,a05_language_toggle,a06_breadcrumb,a07_qs_badge,a09_national_rank,a11_accreditation,a12_accred_count,a13_achievements,a14_stats_block,a15_stat_item_count,a16_notice_board,a17_notice_timestamp,a20_news_events,a21_calendar_link,a22_admission_notice,a23_upcoming_events,a24_event_count,a25_event_images,a26_event_captions,a27_event_datetime,a28_contests,a29_video_content,a30_image_gallery,a31_social_feed_embed,a32_vision_mission,a33_about_blurb,a34_department_links,a35_faculty_link,a36_research_highlight,a37_programs_listing,a38_scholarship,a39_library_link,a40_career_link,a41_alumni_link,a42_faq_link,a43_contact_link,a44_student_portal,a45_prospectus,a46_admissions_policy,a47_footer_contact,a48_footer_sitemap,a49_copyright_line,a50_social_links,a51_quick_links,a53_contrast_ratio,a53_contrast_ratio_was_missing,a54_banner_carousel,a57_logo_prominence,a58_live_chat,a59_feedback_form,a60_trust_seal,a61_testimonials,a63_mobile_score,a65_https,a66_broken_links,a67_gzip,a69_title_meta,a70_favicon,a71_sitemap_robots,a72_alt_text_pct,a72_alt_text_pct_was_missing,a73_accessible_design,a74_a11y_toggle,a75_bookmark,broken_links_log,load_time_z_region,notice_recency_days,notice_recency_days_was_missing,website_score,grade,regional_rank,country_rank
4182,Chiang Mai University,https://www.cmu.ac.th,Thailand,Asia (East & Southeast),295,1,1,8,1,1,0,0,0,0,0,1,1,10,1,1,1,1,1,0,12,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,4.48,0,1,1,0,0,0,0,75,1,0,1,1,1,1,3.4,0,0,0,0,0.0,3.6658442862777303,1.0,0,78.22,A,19,
1109,Illinois Institute of Technology,https://www.iit.edu,United States,North America,296,1,1,6,1,0,0,0,1,0,0,1,1,2,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,15.91,0,1,1,1,0,0,1,90,1,0,1,1,1,1,91.1,0,1,0,0,0.0,-0.21610896363591756,195.0,0,78.19,A,59,49.0
6307,Federal University of Grande Dourados,https://www.ufgd.edu.br,Brazil,Latin America & Africa,297,1,1,7,1,1,0,0,0,0,0,1,1,10,1,1,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,12.63,0,1,1,0,0,0,0,75,1,3,1,0,1,1,93.1,0,1,1,0,1.3862943611198906,-0.5020547669541389,0.0,0,78.18,A,28,1.0
6119,Ain Shams University,https://www.asu.edu.eg,Egypt & North Africa,Latin America & Africa,298,1,1,17,1,0,0,0,1,1,2,1,1,10,1,1,1,0,1,1,6,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,8.06,0,1,1,1,1,0,0,75,1,0,1,1,1,1,100.0,0,1,0,0,0.0,0.47125221611473045,0.0,0,78.13,A,29,
1013,"University of California, Los Angeles",https://www.ucla.edu,United States,North America,299,1,1,20,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,20,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,12.63,0,1,1,0,0,0,0,75,1,3,0,1,1,1,51.6,0,1,1,0,1.3862943611198906,-0.8278627794961435,0.0,0,78.11,A,60,50.0
2198,University of Limerick,https://www.ul.ie,Belgium/Ireland/Iceland,Western & Northern Europe,300,1,1,5,1,0,0,0,0,0,0,1,1,7,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,10.44,0,1,0,1,0,1,0,90,1,0,0,0,1,1,100.0,0,1,1,0,0.0,-0.5532583578980405,4.0,0,78.1,A,67,
2311,Munster Technological University,https://www.mtu.ie,Belgium/Ireland/Iceland,Western & Northern Europe,301,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,15.43,0,1,1,0,0,1,0,75,1,0,1,0,1,1,97.0,0,1,1,0,0.0,-0.5915720515247577,0.0,0,78.01,A,68,
5064,Sri Venkateswara University,https://www.svuniversity.edu.in,India,South & Central Asia + Oceania,302,1,1,9,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,12,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,12.63,0,1,0,0,0,1,1,90,1,1,1,0,1,0,44.4,0,1,1,0,0.6931471805599453,0.9328943482677924,17.0,0,77.95,A,86,38.0
3206,University of Latvia,https://www.lu.lv,Baltics,Eastern & Southern Europe,303,1,1,5,0,1,0,1,1,0,0,1,1,10,0,1,1,1,1,1,7,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,17.22,0,1,1,0,1,1,0,50,1,0,1,0,0,1,96.7,0,1,0,0,0.0,1.0356881462622916,7.0,0,77.92,A,41,
1011,Johns Hopkins University,https://www.jhu.edu,United States,North America,304,1,1,3,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,7,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1.7,0,1,1,0,0,0,0,90,1,0,1,1,1,1,74.4,0,1,1,0,0.0,-0.2084439141314039,6.0,0,77.89,A,61,51.0
5121,RMIT University,https://www.rmit.edu.au,Australia,South & Central Asia + Oceania,305,0,1,6,1,0,0,0,1,0,0,1,1,2,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,18.62,0,1,0,0,0,0,1,75,1,0,1,1,1,1,45.8,0,1,1,0,0.0,0.01585141470688047,3650.0,1,77.88,A,87,21.0
5072,Aga Khan University,https://www.aku.edu,Pakistan,South & Central Asia + Oceania,306,1,1,9,1,0,0,0,0,0,0,1,1,8,1,1,1,0,1,1,2,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,5.74,0,1,1,0,0,1,0,75,1,1,0,1,1,1,53.8,0,1,0,0,0.6931471805599453,3.102316810497711,0.0,0,77.87,A,88,9.0
3077,Jagiellonian University,https://www.uj.edu.pl,Poland,Eastern & Southern Europe,307,1,1,0,0,1,0,0,1,1,1,1,1,10,0,1,1,1,1,1,17,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,8.47,0,1,1,0,0,1,0,75,1,0,1,0,1,0,72.7,0,1,1,0,0.0,0.7583855005830878,0.0,0,77.82,A,42,5.0
1084,University of Oregon,https://www.uoregon.edu,United States,North America,308,1,1,4,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,3.36,0,1,1,0,0,0,0,100,1,0,1,1,1,1,85.7,0,1,1,0,0.0,-0.7737931059643051,3650.0,1,77.8,A,62,52.0
4136,National Yunlin University of Science and Technology,https://www.yuntech.edu.tw,Taiwan,Asia (East & Southeast),309,1,1,20,1,0,0,0,1,0,0,1,1,7,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,20.86,0,1,1,0,0,0,0,75,1,39,0,1,1,0,60.6,0,1,1,0,3.6888794541139363,-1.0273135479055322,8.0,0,77.79,A,20,
5081,University of Sindh,https://www.usindh.edu.pk,Pakistan,South & Central Asia + Oceania,310,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,3,1,0,1,1,61.1,0,1,0,0,1.3862943611198906,0.1188313603377436,4.0,0,77.79,A,89,10.0
2076,Paris-Saclay University,https://www.universite-paris-saclay.fr,France,Western & Northern Europe,311,1,1,4,1,1,0,0,1,1,1,1,1,10,0,1,1,1,1,1,2,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,6.58,0,1,1,0,0,0,0,90,1,0,1,0,1,0,81.8,0,1,1,0,0.0,-0.16842397950816473,0.0,0,77.78,A,69,13.0
4164,Universiti Tunku Abdul Rahman,https://www.utar.edu.my,Malaysia,Asia (East & Southeast),312,1,1,11,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,21.0,0,1,0,1,0,0,0,75,1,0,1,0,1,0,40.9,0,1,0,0,0.0,-0.5465197147131645,3650.0,1,77.77,A,21,
6150,Cheikh Anta Diop University,https://www.ucad.sn,Sub-Saharan Africa,Latin America & Africa,313,1,1,8,1,0,0,0,0,1,1,0,1,5,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,5.89,0,1,1,0,0,0,0,75,1,1,1,0,1,1,40.5,0,1,0,1,0.6931471805599453,-0.3660161828652622,0.0,0,77.72,A,30,
1112,Drexel University,https://drexel.edu,United States,North America,314,0,1,4,1,0,0,0,1,1,1,1,1,10,0,1,1,0,1,1,8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,12.63,0,1,0,0,0,0,1,100,1,0,1,1,1,1,66.7,0,1,0,0,0.0,1.0732766611233264,0.0,0,77.68,A,63,53.0
5001,Indian Institute of Technology Bombay,https://www.iitb.ac.in,India,South & Central Asia + Oceania,315,1,1,6,1,1,0,0,1,1,1,1,1,5,1,1,1,1,1,1,20,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,11.2,0,1,1,0,0,0,0,75,1,1,1,1,1,1,100.0,0,1,0,0,0.6931471805599453,-0.28624481820391023,0.0,0,77.63,A,90,39.0
3110,University of Algarve,https://www.ualg.pt,Portugal,Eastern & Southern Europe,316,1,1,3,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,20,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21.0,0,1,0,0,0,0,0,75,1,0,1,0,1,0,92.1,0,1,0,0,0.0,-0.00670468009900357,21.0,0,77.63,A,43,
3057,Rovira i Virgili University,https://www.urv.cat,Spain,Eastern & Southern Europe,317,1,1,9,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,8.86,0,1,1,0,0,0,0,75,1,0,1,1,1,0,22.2,0,1,1,0,0.0,0.24480237063329718,0.0,0,77.63,A,43,7.0
4180,Chulalongkorn University,https://www.chula.ac.th,Thailand,Asia (East & Southeast),318,1,1,6,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21.0,0,1,0,0,0,0,0,100,1,0,1,0,1,1,59.1,0,1,1,0,0.0,-1.6228878788383148,3650.0,1,77.58,A,22,
1056,University of Iowa,https://uiowa.edu,United States,North America,319,0,1,3,1,0,0,0,0,0,0,1,1,4,1,1,1,1,1,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,21.0,0,1,0,1,0,0,0,90,1,0,1,1,1,1,83.3,0,1,1,0,0.0,0.3078075281725862,3.0,0,77.5,A,64,54.0
1007,University of Chicago,https://www.uchicago.edu,United States,North America,320,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,4,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,8.45,0,1,1,1,0,0,0,75,1,0,1,1,1,1,100.0,0,1,1,0,0.0,-0.006252338012345279,3650.0,1,77.49,A,65,55.0
1180,Dalhousie University,https://www.dal.ca,Canada,North America,321,1,1,6,0,0,0,0,1,0,0,1,1,3,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,15.52,0,1,1,0,0,0,1,90,1,0,1,1,1,1,62.5,0,1,1,0,0.0,-0.5983256213609826,3650.0,1,77.48,A,66,11.0
1113,Temple University,https://www.temple.edu,United States,North America,322,1,1,1,1,0,1,0,1,1,0,1,1,2,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21.0,0,1,1,0,0,0,0,90,1,0,1,1,1,1,91.3,0,1,1,0,0.0,0.8159795939718193,11.0,0,77.47,A,67,56.0
1075,Clemson University,https://www.clemson.edu,United States,North America,323,1,1,6,1,0,0,0,1,1,1,1,1,2,0,1,1,1,1,1,7,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,19.8,0,1,1,0,0,0,0,75,1,0,1,1,0,1,42.4,0,1,1,0,0.0,3.7645376912080533,1.0,0,77.47,A,67,56.0
2062,Ulm University,https://www.uni-ulm.de,Germany,Western & Northern Europe,324,1,1,5,1,1,0,0,1,0,0,1,1,3,1,1,1,1,1,1,8,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,12.63,0,1,1,0,0,1,0,75,1,0,1,1,1,1,73.5,0,1,1,0,0.0,0.5600211828630934,0.0,0,77.47,A,70,17.0
5118,University of Adelaide,https://www.adelaide.edu.au,Australia,South & Central Asia + Oceania,325,1,1,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,16.58,0,1,1,1,1,0,1,100,1,0,1,1,1,1,87.5,0,1,1,0,0.0,0.5699389228045851,3650.0,1,77.41,A,91,22.0
1127,University at Buffalo,https://www.buffalo.edu,United States,North America,326,1,1,1,1,0,1,0,1,0,0,1,1,10,0,1,1,1,1,1,15,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,3.21,0,1,1,0,0,0,1,100,1,0,1,1,0,1,88.7,0,1,1,0,0.0,-0.48542151379449977,0.0,0,77.36,A,69,58.0
3010,Polytechnic University of Turin,https://www.polito.it,Italy,Eastern & Southern Europe,327,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,14.95,0,1,1,0,0,0,0,90,1,0,1,1,1,0,100.0,0,1,0,0,0.0,-0.1682854206691856,0.0,0,77.31,A,45,9.0
3075,University of Almeria,https://www.ual.es,Spain,Eastern & Southern Europe,328,1,1,0,1,1,1,0,0,0,0,0,1,3,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,12.82,0,1,1,0,0,0,0,90,1,0,1,0,0,0,77.4,0,1,1,0,0.0,1.60337037117017,3650.0,1,77.27,A,46,8.0
5151,Victoria University of Wellington,https://www.wgtn.ac.nz,New Zealand,South & Central Asia + Oceania,329,1,1,5,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,10.05,0,1,1,0,0,0,0,100,1,0,1,1,1,1,95.5,0,1,0,0,0.0,-0.5526565446381836,3650.0,1,77.25,A,92,
3205,Vytautas Magnus University,https://www.vdu.lt,Baltics,Eastern & Southern Europe,330,1,1,5,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,11.73,0,1,1,1,0,0,1,90,1,2,1,1,1,0,2.6,0,1,0,0,1.0986122886681098,-0.11830645545956173,0.0,0,77.21,A,47,
1156,Pomona College,https://www.pomona.edu,United States,North America,331,0,1,7,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,18,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,21.0,0,1,0,0,0,0,0,100,1,0,1,1,1,1,72.0,0,1,1,0,0.0,-0.29669556518337015,0.0,0,77.2,A,70,59.0
1103,Bowling Green State University,https://www.bgsu.edu,United States,North America,332,1,1,8,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,21.0,0,1,0,1,0,1,1,90,1,0,1,1,1,1,55.9,0,1,1,0,0.0,0.3461327756951538,3650.0,1,77.11,A,71,60.0
4060,Nagoya University,https://www.nagoya-u.ac.jp,Japan,Asia (East & Southeast),333,1,1,0,1,0,1,0,0,1,1,1,1,10,1,1,1,1,1,1,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,17.31,0,1,1,0,0,0,0,100,1,0,0,1,1,0,93.9,0,1,1,0,0.0,0.1347386591132497,95.0,0,77.09,A,23,7.0
2122,Lund University,https://www.lunduniversity.lu.se,Sweden,Western & Northern Europe,334,1,1,1,1,0,0,0,0,1,1,1,1,2,0,1,1,1,1,1,12,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,15.43,0,0,1,0,0,0,0,100,1,4,1,1,1,1,100.0,0,1,1,0,1.6094379124341003,1.4089847359462413,0.0,0,77.05,A,71,
1191,Universidad de las Americas Puebla,https://www.udlap.mx,United States,North America,335,1,1,7,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,3,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1.11,0,1,1,0,0,0,0,75,1,2,1,0,0,1,16.0,0,1,0,0,1.0986122886681098,0.03165858250997858,3650.0,1,77.03,A,72,61.0
3122,University of Thessaly,https://www.uth.gr,Greece,Eastern & Southern Europe,336,1,1,6,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,6,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,18.1,0,1,1,0,0,0,0,75,1,0,0,1,1,0,87.5,0,1,1,0,0.0,-1.1528172944759696,55.0,0,77.01,A,48,
5099,Khulna University,https://www.ku.ac.bd,Bangladesh,South & Central Asia + Oceania,337,1,1,11,1,0,0,0,1,0,0,0,1,6,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,21.0,0,1,0,0,0,0,0,75,1,0,1,1,1,1,100.0,0,1,0,0,0.0,-0.006960598565778836,2.0,0,76.98,A,93,9.0
2092,Nantes University,https://www.univ-nantes.fr,France,Western & Northern Europe,338,1,1,1,1,1,1,0,1,1,0,1,1,4,0,1,1,1,1,1,7,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,7.12,0,0,1,0,0,0,0,75,1,0,1,1,1,0,75.0,0,1,1,0,0.0,0.1436628793373113,0.0,0,76.97,A,72,14.0
5168,Kathmandu University,https://www.ku.edu.np,Nepal,South & Central Asia + Oceania,339,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,1,84.2,0,1,0,0,0.0,-0.673560214983279,20.0,0,76.94,A,94,
2005,University of Edinburgh,https://www.ed.ac.uk,United Kingdom,Western & Northern Europe,340,1,1,10,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,9.28,0,1,1,0,0,0,0,100,1,0,1,1,1,1,100.0,0,1,1,0,0.0,-1.7145512615584784,1.0,0,76.89,A,73,17.0
4142,Hong Kong Polytechnic University,https://www.polyu.edu.hk,Hong Kong,Asia (East & Southeast),341,1,1,7,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,9.59,0,1,1,0,0,0,1,100,1,0,1,1,1,1,98.0,0,1,1,0,0.0,0.9147243142128878,3650.0,1,76.88,A,24,
2157,Copenhagen Business School,https://www.cbs.dk,Denmark,Western & Northern Europe,342,1,1,5,1,1,1,0,1,0,0,0,1,2,0,1,1,0,1,1,7,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,14.67,0,1,0,0,0,0,0,100,1,0,0,0,1,0,63.2,0,1,0,0,0.0,1.4332339091277078,0.0,0,76.86,A,74,
1119,Clark University,https://www.clarku.edu,United States,North America,343,1,1,5,1,0,1,0,1,1,1,1,1,3,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,16.81,0,1,0,0,0,0,0,90,1,0,1,1,1,1,83.3,0,1,1,1,0.0,0.17688019609549085,3650.0,1,76.85,A,73,62.0
5104,Daffodil International University,https://www.daffodilvarsity.edu.bd,Bangladesh,South & Central Asia + Oceania,344,1,1,6,0,0,0,1,1,1,1,1,1,2,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,21.0,0,1,0,1,0,0,0,90,1,0,1,1,1,0,93.0,0,1,0,0,0.0,-0.1705553223211369,3.0,0,76.84,A,95,10.0
1111,University of St. Thomas,https://www.stthomas.edu,United States,North America,345,0,1,1,1,0,0,0,1,1,1,1,1,10,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21.0,0,1,0,0,0,0,0,75,1,0,1,1,1,1,86.4,0,1,1,0,0.0,1.753187268523686,4.0,0,76.83,A,74,63.0
3090,University of Gdansk,https://www.ug.edu.pl,Poland,Eastern & Southern Europe,346,1,1,8,0,0,0,0,0,0,0,1,1,8,0,1,1,1,0,0,7,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,18.42,0,1,1,1,0,0,0,75,1,0,1,0,1,0,97.4,0,1,1,0,0.0,0.8370262379559369,1.0,0,76.82,A,49,6.0
1197,Gonzaga University,https://www.gonzaga.edu,United States,North America,347,1,1,1,1,0,0,0,1,0,0,1,1,7,1,1,1,0,1,1,11,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,12.63,0,1,1,0,0,0,1,75,1,1,1,1,1,1,79.2,0,1,1,0,0.6931471805599453,1.3108931957632453,34.0,0,76.79,A,75,64.0
3022,Ca' Foscari University of Venice,https://www.unive.it,Italy,Eastern & Southern Europe,348,1,1,6,1,0,0,0,0,1,0,0,1,10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,15.43,0,1,1,0,0,1,0,85,1,0,1,1,1,0,43.6,0,1,0,0,0.0,0.0049391648423065615,0.0,0,76.72,A,50,10.0
6349,University of Education Winneba,https://www.uew.edu.gh,Sub-Saharan Africa,Latin America & Africa,349,1,1,7,1,0,0,0,0,1,1,1,1,4,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,21.0,0,1,1,0,0,0,0,100,1,0,0,0,1,1,83.3,0,1,0,0,0.0,-0.7118627275695609,13.0,0,76.72,A,31,
1101,Miami University,https://www.miamioh.edu,United States,North America,350,1,1,5,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21.0,0,1,1,0,0,0,0,100,1,1,1,1,1,1,65.9,0,1,1,0,0.6931471805599453,2.2205481247988876,3650.0,1,76.71,A,76,65.0
5323,University of Barisal,https://www.bu.ac.bd,Bangladesh,South & Central Asia + Oceania,351,1,1,11,0,0,0,0,0,0,0,0,1,10,1,1,1,1,1,0,20,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,2,1,1,1,1,95.2,0,1,0,0,1.0986122886681098,-1.013296269793958,0.0,0,76.64,A,96,11.0
2028,University of Sussex,https://www.sussex.ac.uk,United Kingdom,Western & Northern Europe,352,1,1,5,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,21.0,0,1,0,0,0,1,0,75,1,0,1,1,1,1,16.7,0,1,1,0,0.0,-1.2004687901113855,0.0,0,76.62,A,75,18.0
6147,University of Ghana,https://www.ug.edu.gh,Sub-Saharan Africa,Latin America & Africa,353,1,1,4,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,5,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,15.43,0,1,0,0,0,0,0,90,1,0,0,0,1,1,66.7,0,1,0,0,0.0,-0.10698188924448394,5.0,0,76.59,A,32,
2097,Clermont Auvergne University,https://www.uca.fr,France,Western & Northern Europe,354,1,1,2,1,1,0,0,1,0,0,1,1,2,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,19.6,0,1,1,0,0,0,0,100,1,1,1,1,1,0,87.5,0,1,1,0,0.6931471805599453,-0.7060281489412803,0.0,0,76.58,A,76,15.0
2156,Roskilde University,https://ruc.dk,Denmark,Western & Northern Europe,355,1,1,7,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,14.74,0,1,0,0,0,1,0,75,1,0,1,1,1,0,100.0,0,1,0,0,0.0,0.5876652402899656,2.0,0,76.57,A,77,
1043,Wake Forest University,https://www.wfu.edu,United States,North America,356,1,1,2,1,0,1,0,1,0,0,0,1,10,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,15.91,0,1,1,0,0,0,0,90,1,0,1,1,1,1,60.0,0,1,0,0,0.0,0.03082992850949036,41.0,0,76.56,A,77,66.0
6122,Assiut University,https://www.aun.edu.eg,Egypt & North Africa,Latin America & Africa,357,1,1,11,1,1,0,0,1,0,0,1,1,10,1,1,1,0,0,1,19,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,3.79,0,1,1,1,0,0,0,75,1,0,0,0,1,0,8.7,0,1,1,0,0.0,-0.2182670608677041,0.0,0,76.55,A,33,
